genus	id	trg	og	n	ortho	gamma
Honey bees	GB54264	Insecta	INS005895	2	Bimp04979	-0.382825751
Bumblebees	Bimp01780	Insecta	INS005897	2	GB51817	0.701321697
Honey bees	GB51817	Insecta	INS005897	2	Bimp01780	2.47555039
Bumblebees	Bimp08206	Insecta	INS005904	2	GB45499	1.686995987
Honey bees	GB45499	Insecta	INS005904	2	Bimp08206	0.350144903
Bumblebees	Bimp11351	Hymenoptera	INS005905	2	GB48667	0.282216848
Honey bees	GB48667	Hymenoptera	INS005905	2	Bimp11351	0.601207306
Bumblebees	Bimp13714	Insecta	INS005907	2	GB43162	0.193261329
Honey bees	GB43162	Insecta	INS005907	2	Bimp13714	-0.224625484
Bumblebees	Bimp05422	Insecta	INS005908	2	GB51504	0.635762408
Honey bees	GB51504	Insecta	INS005908	2	Bimp05422	-0.454830391
Bumblebees	Bimp03868	Insecta	INS005910	2	GB40365	1.044503473
Honey bees	GB40365	Insecta	INS005910	2	Bimp03868	-0.38845649
Bumblebees	Bimp08161	Insecta	INS005911	2	GB42024	1.069489997
Honey bees	GB42024	Insecta	INS005911	2	Bimp08161	0.310446807
Bumblebees	Bimp13152	Insecta	INS005916	2	GB49909	1.442668206
Honey bees	GB49909	Insecta	INS005916	2	Bimp13152	-0.189384772
Bumblebees	Bimp00778	Insecta	INS005920	2	GB52802	1.24519157
Honey bees	GB52802	Insecta	INS005920	2	Bimp00778	2.011631389
Bumblebees	Bimp08572	Insecta	INS005930	2	GB49518	0.533887477
Honey bees	GB49518	Insecta	INS005930	2	Bimp08572	-0.302681298
Bumblebees	Bimp13133	Insecta	INS005933	2	GB47976	0.215483453
Honey bees	GB47976	Insecta	INS005933	2	Bimp13133	-0.045450779
Bumblebees	Bimp00591	Insecta	INS005934	2	GB52797	0.389958321
Honey bees	GB52797	Insecta	INS005934	2	Bimp00591	-0.79102187
Bumblebees	Bimp05320	Insecta	INS005939	2	GB40427	0.346956765
Honey bees	GB40427	Insecta	INS005939	2	Bimp05320	-0.444200378
Bumblebees	Bimp05702	Insecta	INS005940	2	GB51828	0.573140376
Honey bees	GB51828	Insecta	INS005940	2	Bimp05702	-0.205967996
Bumblebees	Bimp12510	Insecta	INS005941	2	GB54239	-0.140289064
Honey bees	GB54239	Insecta	INS005941	2	Bimp12510	-0.116289617
Bumblebees	Bimp14288	Insecta	INS005943	2	GB49620	0.817237242
Honey bees	GB54716	Insecta	INS005943	2	Bimp14288	0.099554507
Bumblebees	Bimp12692	Insecta	INS005946	2	GB48567	0.505825525
Honey bees	GB48567	Insecta	INS005946	2	Bimp12692	-0.259813177
Bumblebees	Bimp13140	Insecta	INS005950	2	GB51940	0.82332142
Honey bees	GB51940	Insecta	INS005950	2	Bimp13140	0.138550031
Bumblebees	Bimp02215	Insecta	INS005953	2	GB47838	0.656208435
Honey bees	GB47838	Insecta	INS005953	2	Bimp02215	0.967037468
Bumblebees	Bimp04050	Insecta	INS005956	2	GB50367	1.351157285
Honey bees	GB50367	Insecta	INS005956	2	Bimp04050	0.131760051
Bumblebees	Bimp03138	Insecta	INS005962	2	GB51798	1.427080962
Honey bees	GB51798	Insecta	INS005962	2	Bimp03138	-0.033533182
Bumblebees	Bimp10321	Insecta	INS005963	2	GB42210	0.032139937
Honey bees	GB42210	Insecta	INS005963	2	Bimp10321	0.501607727
Bumblebees	Bimp05695	Insecta	INS005966	2	GB43236	0.713821973
Honey bees	GB43236	Insecta	INS005966	2	Bimp05695	-0.10887297
Bumblebees	Bimp03965	Insecta	INS005969	2	GB52877	1.076494421
Honey bees	GB52877	Insecta	INS005969	2	Bimp03965	0.93598267
Bumblebees	Bimp03936	Insecta	INS005970	2	GB46246	0.799985451
Honey bees	GB46246	Insecta	INS005970	2	Bimp03936	-0.014736272
Bumblebees	Bimp06485	Insecta	INS005975	2	GB48563	0.32600609
Honey bees	GB48563	Insecta	INS005975	2	Bimp06485	-0.024895789
Bumblebees	Bimp05257	Insecta	INS005976	2	GB43899	-0.277280807
Honey bees	GB43899	Insecta	INS005976	2	Bimp05257	-0.242759383
Bumblebees	Bimp03748	Insecta	INS005977	2	GB45275	0.262489656
Honey bees	GB45275	Insecta	INS005977	2	Bimp03748	-0.366432203
Bumblebees	Bimp09687	Insecta	INS005979	2	GB51721	1.167506098
Honey bees	GB51721	Insecta	INS005979	2	Bimp09687	-0.007655845
Bumblebees	Bimp12471	Insecta	INS005983	2	GB42855	-0.354726266
Honey bees	GB42855	Insecta	INS005983	2	Bimp12471	-0.613692183
Bumblebees	Bimp07889	Insecta	INS005986	2	GB54337	1.422476122
Honey bees	GB54337	Insecta	INS005986	2	Bimp07889	-0.38306843
Bumblebees	Bimp12320	Insecta	INS005991	2	GB44997	0.127369382
Honey bees	GB44997	Insecta	INS005991	2	Bimp12320	0.174694351
Bumblebees	Bimp05149	Insecta	INS006001	2	GB44690	0.246265984
Honey bees	GB44690	Insecta	INS006001	2	Bimp05149	-1.03939708
Bumblebees	Bimp06049	Insecta	INS006002	2	GB55494	1.223608535
Honey bees	GB55494	Insecta	INS006002	2	Bimp06049	0.747182467
Bumblebees	Bimp02400	Insecta	INS006006	2	GB44123	0.477263978
Honey bees	GB44123	Insecta	INS006006	2	Bimp02400	-0.39576092
Bumblebees	Bimp12185	Insecta	INS006008	2	GB52254	0.291723524
Honey bees	GB52254	Insecta	INS006008	2	Bimp12185	0.033928943
Bumblebees	Bimp08068	Insecta	INS006009	2	GB45924	0.340648586
Honey bees	GB45924	Insecta	INS006009	2	Bimp08068	0.156071925
Bumblebees	Bimp03742	Insecta	INS006010	2	GB44883	-0.165407246
Honey bees	GB44883	Insecta	INS006010	2	Bimp03742	-0.316601627
Bumblebees	Bimp07031	Insecta	INS006011	2	GB40610	0.538931453
Honey bees	GB40610	Insecta	INS006011	2	Bimp07031	0.667876662
Bumblebees	Bimp08750	Insecta	INS006013	2	GB48468	0.551118766
Honey bees	GB48468	Insecta	INS006013	2	Bimp08750	0.677806402
Bumblebees	Bimp05976	Insecta	INS006015	2	GB53062	-0.458771243
Honey bees	GB53062	Insecta	INS006015	2	Bimp05976	-0.094787178
Bumblebees	Bimp00494	Insecta	INS006019	2	GB46048	0.687742002
Honey bees	GB46048	Insecta	INS006019	2	Bimp00494	-0.405715298
Bumblebees	Bimp08557	Insecta	INS006021	2	GB51095	0.009517028
Honey bees	GB51095	Insecta	INS006021	2	Bimp08557	1.235925936
Bumblebees	Bimp01783	Insecta	INS006025	2	GB51813	3.441351068
Honey bees	GB51813	Insecta	INS006025	2	Bimp01783	2.224524552
Bumblebees	Bimp02249	Insecta	INS006027	2	GB46877	0.300527705
Honey bees	GB46877	Insecta	INS006027	2	Bimp02249	-0.48792274
Bumblebees	Bimp12053	Insecta	INS006028	2	GB50245	0.176881427
Honey bees	GB50245	Insecta	INS006028	2	Bimp12053	0.500202582
Bumblebees	Bimp00148	Insecta	INS006029	2	GB55350	0.407167088
Honey bees	GB55350	Insecta	INS006029	2	Bimp00148	0.454368593
Bumblebees	Bimp06473	Insecta	INS006030	2	GB42920	-0.206650162
Honey bees	GB42920	Insecta	INS006030	2	Bimp06473	-0.364479242
Bumblebees	Bimp05678	Insecta	INS006032	2	GB43226	2.109495013
Honey bees	GB43226	Insecta	INS006032	2	Bimp05678	1.796438647
Bumblebees	Bimp11337	Insecta	INS006037	2	GB53688	-0.946036521
Honey bees	GB53688	Insecta	INS006037	2	Bimp11337	0.832653053
Bumblebees	Bimp02908	Hymenoptera	INS006038	2	GB46515	0.711032753
Honey bees	GB46515	Hymenoptera	INS006038	2	Bimp02908	-0.142432873
Bumblebees	Bimp13592	Insecta	INS006045	2	GB43305	-0.040450312
Honey bees	GB43305	Insecta	INS006045	2	Bimp13592	-0.563185043
Bumblebees	Bimp01298	Insecta	INS006047	2	GB53029	0.423030114
Honey bees	GB53029	Insecta	INS006047	2	Bimp01298	-0.515121398
Bumblebees	Bimp04408	Insecta	INS006048	2	GB53126	0.002999908
Honey bees	GB53126	Insecta	INS006048	2	Bimp04408	-0.193051762
Bumblebees	Bimp01806	Insecta	INS006052	2	GB53849	0.040783683
Honey bees	GB53849	Insecta	INS006052	2	Bimp01806	-0.044308347
Bumblebees	Bimp02772	Insecta	INS006053	2	GB50041	-0.107221144
Honey bees	GB50041	Insecta	INS006053	2	Bimp02772	1.691387022
Bumblebees	Bimp10383	Insecta	INS006056	2	GB52097	1.389328919
Honey bees	GB52097	Insecta	INS006056	2	Bimp10383	-0.067073998
Bumblebees	Bimp10345	Insecta	INS006057	2	GB51634	0.221511592
Honey bees	GB51634	Insecta	INS006057	2	Bimp10345	-0.114333726
Bumblebees	Bimp03592	Hymenoptera	INS006059	2	GB44276	0.840947764
Honey bees	GB44276	Hymenoptera	INS006059	2	Bimp03592	-0.449344327
Bumblebees	Bimp12161	Insecta	INS006063	2	GB53380	1.288070827
Honey bees	GB53380	Insecta	INS006063	2	Bimp12161	-0.478087861
Bumblebees	Bimp13393	Insecta	INS006065	2	GB40071	0.098506701
Honey bees	GB40071	Insecta	INS006065	2	Bimp13393	-0.091378265
Bumblebees	Bimp10202	Insecta	INS006067	2	GB43552	0.27529223
Honey bees	GB43552	Insecta	INS006067	2	Bimp10202	0.008861873
Bumblebees	Bimp04358	Insecta	INS006080	2	GB48811	0.73685904
Honey bees	GB48811	Insecta	INS006080	2	Bimp04358	-0.444031481
Bumblebees	Bimp08168	Insecta	INS006081	2	GB46708	0.599379319
Honey bees	GB46708	Insecta	INS006081	2	Bimp08168	-0.126486818
Bumblebees	Bimp06382	Insecta	INS006082	2	GB49943	-0.138035886
Honey bees	GB49943	Insecta	INS006082	2	Bimp06382	-0.115714414
Bumblebees	Bimp11320	Hymenoptera	INS006092	2	GB49753	1.274014273
Honey bees	GB49753	Hymenoptera	INS006092	2	Bimp11320	0.141942235
Bumblebees	Bimp09987	Insecta	INS006096	2	GB52118	1.838199415
Honey bees	GB52118	Insecta	INS006096	2	Bimp09987	1.62893124
Bumblebees	Bimp05252	Hymenoptera	INS006100	2	GB43827	-0.197618109
Honey bees	GB43827	Hymenoptera	INS006100	2	Bimp05252	-0.408166387
Bumblebees	Bimp11802	Insecta	INS006103	2	GB49525	0.644658473
Honey bees	GB49525	Insecta	INS006103	2	Bimp11802	-0.368914885
Bumblebees	Bimp01765	Insecta	INS006107	2	GB45150	1.107969746
Honey bees	GB45150	Insecta	INS006107	2	Bimp01765	1.532493682
Bumblebees	Bimp09357	Insecta	INS006111	2	GB42012	0.874231521
Honey bees	GB42012	Insecta	INS006111	2	Bimp09357	0.26290529
Bumblebees	Bimp03792	Insecta	INS006113	2	GB44910	0.12559847
Honey bees	GB44910	Insecta	INS006113	2	Bimp03792	-0.265666856
Bumblebees	Bimp12961	Insecta	INS006120	2	GB45955	0.815478437
Honey bees	GB45955	Insecta	INS006120	2	Bimp12961	-0.819876223
Bumblebees	Bimp12429	Insecta	INS006130	2	GB48187	0.178723173
Honey bees	GB48187	Insecta	INS006130	2	Bimp12429	0.177934254
Bumblebees	Bimp01782	Insecta	INS006132	2	GB51814	1.82568112
Honey bees	GB51814	Insecta	INS006132	2	Bimp01782	1.722609654
Bumblebees	Bimp05830	Insecta	INS006133	2	GB47388	0.161714999
Honey bees	GB47502	Insecta	INS006133	2	Bimp05830	-0.240317959
Bumblebees	Bimp01246	Hymenoptera	INS006136	2	GB44224	0.341035039
Honey bees	GB44224	Hymenoptera	INS006136	2	Bimp01246	1.747055325
Bumblebees	Bimp06056	Insecta	INS006140	2	GB55491	0.463587191
Honey bees	GB55491	Insecta	INS006140	2	Bimp06056	0.123973555
Bumblebees	Bimp08471	Insecta	INS006153	2	GB53321	-0.296598206
Honey bees	GB53321	Insecta	INS006153	2	Bimp08471	-0.21936046
Bumblebees	Bimp01066	Insecta	INS006155	2	GB44479	0.207064517
Honey bees	GB44479	Insecta	INS006155	2	Bimp01066	1.578159745
Bumblebees	Bimp05826	Insecta	INS006156	2	GB47499	0.88537618
Honey bees	GB47499	Insecta	INS006156	2	Bimp05826	0.694536197
Bumblebees	Bimp12760	Insecta	INS006161	2	GB55587	0.595652366
Honey bees	GB55587	Insecta	INS006161	2	Bimp12760	0.441965675
Bumblebees	Bimp14190	Insecta	INS006173	2	GB42516	-0.17270438
Honey bees	GB42516	Insecta	INS006173	2	Bimp14190	-0.631150727
Bumblebees	Bimp10069	Insecta	INS006177	2	GB48846	-0.248344448
Honey bees	GB48846	Insecta	INS006177	2	Bimp10069	0.008482346
Bumblebees	Bimp00921	Insecta	INS006183	2	GB50745	-0.040567063
Honey bees	GB50745	Insecta	INS006183	2	Bimp00921	-0.0107108
Bumblebees	Bimp12400	Insecta	INS006185	2	GB44143	0.211587898
Honey bees	GB44143	Insecta	INS006185	2	Bimp12400	0.508283115
Bumblebees	Bimp00755	Insecta	INS006186	2	GB54201	0.728658957
Honey bees	GB54201	Insecta	INS006186	2	Bimp00755	-0.878042614
Bumblebees	Bimp08404	Insecta	INS006188	2	GB44184	0.318765497
Honey bees	GB44184	Insecta	INS006188	2	Bimp08404	-0.304398927
Bumblebees	Bimp06801	Insecta	INS006189	2	GB49087	0.117472299
Honey bees	GB49087	Insecta	INS006189	2	Bimp06801	0.340033081
Bumblebees	Bimp09780	Hymenoptera	INS006190	2	GB40029	-0.205134241
Honey bees	GB40029	Hymenoptera	INS006190	2	Bimp09780	0.373711283
Bumblebees	Bimp05933	Hymenoptera	INS006191	2	GB40274	0.244623219
Honey bees	GB40274	Hymenoptera	INS006191	2	Bimp05933	2.048053598
Bumblebees	Bimp13014	Insecta	INS006196	2	GB53310	2.06549561
Honey bees	GB53310	Insecta	INS006196	2	Bimp13014	0.425749923
Bumblebees	Bimp00768	Insecta	INS006204	2	GB54189	0.508305329
Honey bees	GB54189	Insecta	INS006204	2	Bimp00768	2.295797469
Bumblebees	Bimp04796	Insecta	INS006205	2	GB52456	-0.152231691
Honey bees	GB52456	Insecta	INS006205	2	Bimp04796	-0.696467624
Bumblebees	Bimp12480	Insecta	INS006206	2	GB40319	0.031666528
Honey bees	GB40319	Insecta	INS006206	2	Bimp12480	-0.181439325
Bumblebees	Bimp07823	Insecta	INS006209	2	GB44772	0.970476584
Honey bees	GB44772	Insecta	INS006209	2	Bimp07823	-0.154780373
Bumblebees	Bimp04981	Insecta	INS006210	2	GB54268	0.184176735
Honey bees	GB54268	Insecta	INS006210	2	Bimp04981	-0.283850261
Bumblebees	Bimp06243	Insecta	INS006212	2	GB41447	0.083381857
Honey bees	GB41447	Insecta	INS006212	2	Bimp06243	-0.451623695
Bumblebees	Bimp11716	Insecta	INS006215	2	GB54097	0.971681135
Honey bees	GB54097	Insecta	INS006215	2	Bimp11716	-0.329558601
Bumblebees	Bimp07944	Insecta	INS006223	2	GB55986	0.716796523
Honey bees	GB55986	Insecta	INS006223	2	Bimp07944	0.249057224
Bumblebees	Bimp04456	Insecta	INS006225	2	GB44062	-0.215819816
Honey bees	GB44062	Insecta	INS006225	2	Bimp04456	0.312292385
Bumblebees	Bimp09613	Insecta	INS006231	2	GB44616	-0.027702003
Honey bees	GB44616	Insecta	INS006231	2	Bimp09613	0.923249061
Bumblebees	Bimp13099	Insecta	INS006235	2	GB51705	0.793406668
Honey bees	GB51705	Insecta	INS006235	2	Bimp13099	-0.268753498
Bumblebees	Bimp11971	Insecta	INS006236	2	GB41843	0.978966007
Honey bees	GB41843	Insecta	INS006236	2	Bimp11971	-0.399811222
Bumblebees	Bimp06330	Insecta	INS006241	2	GB41417	-0.325488618
Honey bees	GB41417	Insecta	INS006241	2	Bimp06330	-0.136421195
Bumblebees	Bimp02052	Insecta	INS006248	2	GB41427	1.221123506
Honey bees	GB41427	Insecta	INS006248	2	Bimp02052	1.589701095
Bumblebees	Bimp04098	Insecta	INS006252	2	GB43207	-0.165399212
Honey bees	GB43207	Insecta	INS006252	2	Bimp04098	0.230619543
Bumblebees	Bimp13927	Hymenoptera	INS006255	2	GB50066	0.24917306
Honey bees	GB50066	Hymenoptera	INS006255	2	Bimp13927	0.162220189
Bumblebees	Bimp11471	Insecta	INS006260	2	GB40076	0.456925547
Honey bees	GB40076	Insecta	INS006260	2	Bimp11471	-0.370951261
Bumblebees	Bimp02078	Insecta	INS006262	2	GB41844	0.688430165
Honey bees	GB41844	Insecta	INS006262	2	Bimp02078	0.516167595
Bumblebees	Bimp08158	Insecta	INS006265	2	GB42071	0.247808549
Honey bees	GB42071	Insecta	INS006265	2	Bimp08158	-0.470106831
Bumblebees	Bimp11904	Insecta	INS006269	2	GB51807	0.629082
Honey bees	GB51807	Insecta	INS006269	2	Bimp11904	-0.435096471
Bumblebees	Bimp07322	Insecta	INS006273	2	GB53155	-0.543632066
Honey bees	GB53155	Insecta	INS006273	2	Bimp07322	-0.344274791
Bumblebees	Bimp07375	Insecta	INS006274	2	GB52933	0.961032883
Honey bees	GB52933	Insecta	INS006274	2	Bimp07375	0.630735959
Bumblebees	Bimp06979	Insecta	INS006284	2	GB51355	1.522242205
Honey bees	GB51355	Insecta	INS006284	2	Bimp06979	-0.265689178
Bumblebees	Bimp00527	Insecta	INS006285	2	GB43738	1.376353535
Honey bees	GB43738	Insecta	INS006285	2	Bimp00527	2.472894007
Bumblebees	Bimp03655	Insecta	INS006288	2	GB48836	0.270166466
Honey bees	GB48836	Insecta	INS006288	2	Bimp03655	-0.810091987
Bumblebees	Bimp12443	Insecta	INS006290	2	GB40874	0.334169984
Honey bees	GB40874	Insecta	INS006290	2	Bimp12443	-0.455279778
Bumblebees	Bimp09834	Insecta	INS006291	2	GB46759	0.765749951
Honey bees	GB46759	Insecta	INS006291	2	Bimp09834	1.062297214
Bumblebees	Bimp07335	Insecta	INS006292	2	GB51186	0.835804896
Honey bees	GB51186	Insecta	INS006292	2	Bimp07335	0.011769891
Bumblebees	Bimp01448	Insecta	INS006294	2	GB53298	0.128893428
Honey bees	GB53298	Insecta	INS006294	2	Bimp01448	-0.420131078
Bumblebees	Bimp06367	Insecta	INS006296	2	GB40775	0.851899082
Honey bees	GB40775	Insecta	INS006296	2	Bimp06367	0.034224415
Bumblebees	Bimp04144	Insecta	INS006297	2	GB40577	0.531958536
Honey bees	GB40577	Insecta	INS006297	2	Bimp04144	-0.293620464
Bumblebees	Bimp12491	Insecta	INS006300	2	GB55969	0.617105522
Honey bees	GB55969	Insecta	INS006300	2	Bimp12491	0.061122702
Bumblebees	Bimp13621	Insecta	INS006302	2	GB53607	0.452320028
Honey bees	GB53607	Insecta	INS006302	2	Bimp13621	-0.31984566
Bumblebees	Bimp14172	Insecta	INS006309	2	GB46282	1.188313593
Honey bees	GB46282	Insecta	INS006309	2	Bimp14172	0.173207995
Bumblebees	Bimp05823	Insecta	INS006314	2	GB47393	0.448881716
Honey bees	GB47393	Insecta	INS006314	2	Bimp05823	0.112095633
Bumblebees	Bimp09787	Insecta	INS006315	2	GB55337	0.02759116
Honey bees	GB55337	Insecta	INS006315	2	Bimp09787	1.660160666
Bumblebees	Bimp13623	Insecta	INS006319	2	GB49324	1.513132618
Honey bees	GB49324	Insecta	INS006319	2	Bimp13623	0.511346034
Bumblebees	Bimp11679	Insecta	INS006323	2	GB52793	1.04834687
Honey bees	GB52793	Insecta	INS006323	2	Bimp11679	0.303791364
Bumblebees	Bimp11532	Insecta	INS006324	2	GB41632	0.763883102
Honey bees	GB41632	Insecta	INS006324	2	Bimp11532	0.10825765
Bumblebees	Bimp13510	Insecta	INS006337	2	GB47285	0.358582607
Honey bees	GB47285	Insecta	INS006337	2	Bimp13510	0.116128774
Bumblebees	Bimp12743	Insecta	INS006338	2	GB50078	0.536899448
Honey bees	GB50078	Insecta	INS006338	2	Bimp12743	0.619734739
Bumblebees	Bimp13355	Insecta	INS006339	2	GB50658	1.500082386
Honey bees	GB50658	Insecta	INS006339	2	Bimp13355	0.489850172
Bumblebees	Bimp13912	Hymenoptera	INS006340	2	GB40799	-0.513647219
Honey bees	GB40799	Hymenoptera	INS006340	2	Bimp13912	0.153744136
Bumblebees	Bimp06835	Insecta	INS006342	2	GB49067	0.461815095
Honey bees	GB49067	Insecta	INS006342	2	Bimp06835	0.250182646
Bumblebees	Bimp00942	Insecta	INS006345	2	GB53700	0.382167084
Honey bees	GB53700	Insecta	INS006345	2	Bimp00942	0.278247503
Bumblebees	Bimp02314	Insecta	INS006346	2	GB51508	-0.974335163
Honey bees	GB51508	Insecta	INS006346	2	Bimp02314	-0.860902917
Bumblebees	Bimp12704	Insecta	INS006349	2	GB52171	0.226530071
Honey bees	GB52171	Insecta	INS006349	2	Bimp12704	0.167247868
Bumblebees	Bimp03219	Insecta	INS006350	2	GB41188	3.92709853
Honey bees	GB41188	Insecta	INS006350	2	Bimp03219	-0.201060157
Bumblebees	Bimp02128	Insecta	INS006355	2	GB40424	0.374184058
Honey bees	GB40424	Insecta	INS006355	2	Bimp02128	-0.544957765
Bumblebees	Bimp13867	Insecta	INS006361	2	GB54957	0.268401205
Honey bees	GB54957	Insecta	INS006361	2	Bimp13867	-0.164094989
Bumblebees	Bimp03373	Insecta	INS006363	2	GB53286	-0.388770861
Honey bees	GB53286	Insecta	INS006363	2	Bimp03373	0.63281772
Bumblebees	Bimp01825	Insecta	INS006364	2	GB47061	-0.059552455
Honey bees	GB47061	Insecta	INS006364	2	Bimp01825	-0.09655185
Bumblebees	Bimp01470	Insecta	INS006366	2	GB42841	1.326435796
Honey bees	GB42841	Insecta	INS006366	2	Bimp01470	0.419528126
Bumblebees	Bimp00074	Insecta	INS006374	2	GB53389	-0.295358921
Honey bees	GB53389	Insecta	INS006374	2	Bimp00074	0.110783365
Bumblebees	Bimp07032	Apoidea	INS006377	2	GB40607	-0.060367251
Honey bees	GB40607	Apoidea	INS006377	2	Bimp07032	-0.138312654
Bumblebees	Bimp11314	Insecta	INS006378	2	GB49755	1.790026594
Honey bees	GB49755	Insecta	INS006378	2	Bimp11314	0.406436821
Bumblebees	Bimp10284	Insecta	INS006379	2	GB52751	0.526847837
Honey bees	GB52751	Insecta	INS006379	2	Bimp10284	-0.647856918
Bumblebees	Bimp12700	Insecta	INS006381	2	GB40802	0.267633861
Honey bees	GB40802	Insecta	INS006381	2	Bimp12700	-0.305810172
Bumblebees	Bimp04202	Insecta	INS006385	2	GB48452	1.025668539
Honey bees	GB48452	Insecta	INS006385	2	Bimp04202	-0.27506014
Bumblebees	Bimp04355	Insecta	INS006390	2	GB48813	0.834336779
Honey bees	GB48813	Insecta	INS006390	2	Bimp04355	0.596238911
Bumblebees	Bimp11653	Insecta	INS006395	2	GB49489	0.422166741
Honey bees	GB49489	Insecta	INS006395	2	Bimp11653	-0.464906392
Bumblebees	Bimp10517	Insecta	INS006396	2	GB40740	1.011969653
Honey bees	GB40740	Insecta	INS006396	2	Bimp10517	1.104753647
Bumblebees	Bimp02441	Hymenoptera	INS006402	2	GB44168	1.463661364
Honey bees	GB44168	Hymenoptera	INS006402	2	Bimp02441	0.155719038
Bumblebees	Bimp11570	Insecta	INS006417	2	GB48626	0.235260934
Honey bees	GB48626	Insecta	INS006417	2	Bimp11570	-0.11126345
Bumblebees	Bimp11759	Insecta	INS006419	2	GB42783	0.105901842
Honey bees	GB42783	Insecta	INS006419	2	Bimp11759	0.74654819
Bumblebees	Bimp08932	Insecta	INS006420	2	GB44581	-0.31533526
Honey bees	GB44581	Insecta	INS006420	2	Bimp08932	-1.014072431
Bumblebees	Bimp13579	Insecta	INS006426	2	GB45391	0.725259832
Honey bees	GB45391	Insecta	INS006426	2	Bimp13579	0.070212281
Bumblebees	Bimp04058	Insecta	INS006428	2	GB45183	0.870500873
Honey bees	GB45183	Insecta	INS006428	2	Bimp04058	-0.30748201
Bumblebees	Bimp00440	Insecta	INS006434	2	GB50514	0.299701942
Honey bees	GB50514	Insecta	INS006434	2	Bimp00440	-0.598080506
Bumblebees	Bimp11689	Insecta	INS006441	2	GB47249	0.431673433
Honey bees	GB47249	Insecta	INS006441	2	Bimp11689	-0.628599406
Bumblebees	Bimp02982	Insecta	INS006442	2	GB45028	0.495851015
Honey bees	GB45028	Insecta	INS006442	2	Bimp02982	1.644897577
Bumblebees	Bimp07726	Insecta	INS006444	2	GB42382	0.455940387
Honey bees	GB42382	Insecta	INS006444	2	Bimp07726	-0.470471795
Bumblebees	Bimp05531	Insecta	INS006445	2	GB54927	0.074653999
Honey bees	GB54927	Insecta	INS006445	2	Bimp05531	0.592559976
Bumblebees	Bimp08193	Insecta	INS006446	2	GB41020	0.339088644
Honey bees	GB45507	Insecta	INS006446	2	Bimp08193	0.017667851
Bumblebees	Bimp08329	Insecta	INS006449	2	GB51580	1.739808634
Honey bees	GB51580	Insecta	INS006449	2	Bimp08329	0.07391756
Bumblebees	Bimp14200	Insecta	INS006451	2	GB55916	0.864262262
Honey bees	GB55916	Insecta	INS006451	2	Bimp14200	-0.155556039
Bumblebees	Bimp11627	Insecta	INS006454	2	GB48177	0.517864785
Honey bees	GB48177	Insecta	INS006454	2	Bimp11627	-0.183955748
Bumblebees	Bimp06756	Insecta	INS006457	2	GB55507	0.154416187
Honey bees	GB55507	Insecta	INS006457	2	Bimp06756	0.110775647
Bumblebees	Bimp13766	Insecta	INS006458	2	GB41734	0.190837342
Honey bees	GB41734	Insecta	INS006458	2	Bimp13766	-0.938301757
