XP	gamma	FW	QG	FQ	WG	FoldChange.FW	FoldChange.QG	FoldChange.FQ	FoldChange.WG
XP_003489331.1	0.801320043	0.195202456	0.000355603	0.981189335	5.82E-06	-1.097374163	1.288523211	1.00229753	1.41724077
XP_003489331.1	0.801320043	0.563229692	1.22E-07	0.567795491	4.76E-07	-1.097374163	1.288523211	1.00229753	1.41724077
XP_012248380.1	0.801294979	0.001980392	0.000115104	0.00022963	0.004119584	1.277888895	1.361779965	-1.348389603	-1.265323432
XP_012248380.1	0.801294979	0.001980392	0.000115104	0.00022963	0.004119584	1.277888895	1.361779965	-1.348389603	-1.265323432
XP_012248380.1	0.801294979	0.799105069	1.13E-06	0.000231056	0.332503444	1.277888895	1.361779965	-1.348389603	-1.265323432
XP_012248380.1	0.801294979	0.799105069	1.13E-06	0.000231056	0.332503444	1.277888895	1.361779965	-1.348389603	-1.265323432
XP_012248380.1	0.801294979	0.30915033	0.04797971	0.018857432	1.10E-06	1.277888895	1.361779965	-1.348389603	-1.265323432
XP_012248380.1	0.801294979	0.30915033	0.04797971	0.018857432	1.10E-06	1.277888895	1.361779965	-1.348389603	-1.265323432
XP_012237878.1	0.801288393	0.86564213	1.51E-09	0.167107442	7.91E-07	-1.01147333	1.46954102	-1.086395154	1.368196042
XP_012237878.1	0.801288393	0.845313384	9.98E-07	0.35446447	0.000226569	-1.01147333	1.46954102	-1.086395154	1.368196042
XP_012242857.1	0.801282012	0.02238023	0.23738314	0.114443357	0.009005252	-1.073048341	-1.038005359	1.052181353	1.087702916
XP_012242857.1	0.801282012	0.00229687	0.391948565	0.090612948	0.000213656	-1.073048341	-1.038005359	1.052181353	1.087702916
XP_003491867.1	0.80051509	0.163357911	0.001263386	0.009738505	0.460163772	1.085508205	1.206017203	-1.164540684	-1.048176148
XP_003491867.1	0.80051509	0.066379309	1.04E-07	0.000313228	0.880577159	1.085508205	1.206017203	-1.164540684	-1.048176148
XP_003491867.1	0.80051509	0.937088685	0.347303165	0.135609391	0.011394869	1.085508205	1.206017203	-1.164540684	-1.048176148
XP_012240453.1	0.80028091	0.000882087	0.205475701	0.086154883	0.000267897	-1.269925996	-1.095405036	1.133966767	1.314631418
XP_012240453.1	0.80028091	0.001495691	0.009078341	0.64238269	0.276299044	-1.269925996	-1.095405036	1.133966767	1.314631418
XP_003486506.1	0.80002537	0.002827455	9.24E-14	0.004893922	0.001662354	1.193794954	1.716947423	-1.184185203	1.214528267
XP_012250134.1	0.799659941	0.008122637	0.073960488	0.063616928	0.007820383	1.155322222	1.102438506	-1.109729432	-1.162962892
XP_012250134.1	0.799659941	0.022975258	0.035215763	0.121706907	0.08799111	1.155322222	1.102438506	-1.109729432	-1.162962892
XP_012250134.1	0.799659941	0.025266991	0.89416966	0.116408065	0.00043961	1.155322222	1.102438506	-1.109729432	-1.162962892
XP_012240942.1	0.799369957	0.571283594	0.689624283	0.151257368	0.210210466	1.041357666	1.029298629	1.104219916	1.091432927
XP_012240942.1	0.799369957	0.095517736	0.878060055	0.000130107	0.042686128	1.041357666	1.029298629	1.104219916	1.091432927
XP_003484661.1	0.799162528	0.002986157	0.07944817	0.18409724	7.75E-08	-1.132737614	1.076046013	1.060441426	1.292548504
XP_003490518.2	0.799033659	0.001278826	1.80E-09	0.114146241	0.081206201	-1.219009353	-1.505181772	1.105173272	-1.117253025
XP_012245704.1	0.799021669	0.743378768	0.004287906	0.081567452	0.178595723	1.01528334	-1.122881093	1.075913683	-1.059604023
XP_003487740.1	0.798915932	0.021573356	0.003302837	0.033361101	0.146547586	1.112322976	1.14606627	-1.10627332	-1.073701638
XP_003487740.1	0.798915932	0.147424034	0.001980956	0.026860977	0.574604838	1.112322976	1.14606627	-1.10627332	-1.073701638
XP_003487740.1	0.798915932	0.175857967	0.000672996	0.010519892	0.620466355	1.112322976	1.14606627	-1.10627332	-1.073701638
XP_003487740.1	0.798915932	0.625459064	0.861322728	0.171823253	0.088593627	1.112322976	1.14606627	-1.10627332	-1.073701638
XP_003487740.1	0.798915932	0.461592414	0.01747888	0.250088523	0.769372549	1.112322976	1.14606627	-1.10627332	-1.073701638
XP_012239874.1	0.798531113	0.506353553	0.430323473	0.181325823	0.22132761	-1.020145916	-1.023381002	1.04028567	1.036997146
XP_003488333.1	0.798355528	0.361983098	0.87496578	0.113141038	0.019721342	1.059931897	1.011058965	-1.105797196	-1.159249618
XP_003488333.1	0.798355528	0.361983098	0.87496578	0.113141038	0.019721342	1.059931897	1.011058965	-1.105797196	-1.159249618
XP_003488333.1	0.798355528	0.760872796	0.000279351	0.121333563	6.21E-06	1.059931897	1.011058965	-1.105797196	-1.159249618
XP_003488333.1	0.798355528	0.760872796	0.000279351	0.121333563	6.21E-06	1.059931897	1.011058965	-1.105797196	-1.159249618
XP_003488333.1	0.798355528	0.843538195	0.00299576	0.261672247	4.18E-05	1.059931897	1.011058965	-1.105797196	-1.159249618
XP_003488333.1	0.798355528	0.843538195	0.00299576	0.261672247	4.18E-05	1.059931897	1.011058965	-1.105797196	-1.159249618
XP_003491654.1	0.798313401	0.428713324	0.149023268	0.335702942	0.109934302	-1.038701926	-1.068097295	-1.049082419	-1.078771557
XP_003491654.1	0.798313401	0.775959591	0.040003718	0.729219592	0.038768549	-1.038701926	-1.068097295	-1.049082419	-1.078771557
XP_003491654.1	0.798313401	0.67382983	0.826543269	0.46723037	0.928702761	-1.038701926	-1.068097295	-1.049082419	-1.078771557
XP_003491654.1	0.798313401	0.395134192	0.002615257	0.163909246	0.018912584	-1.038701926	-1.068097295	-1.049082419	-1.078771557
XP_012242198.1	0.798169928	0.888921436	0.106594262	0.219138875	0.003003259	1.010608325	-1.10794042	-1.086377253	-1.216409887
XP_012239015.1	0.797842636	0.02572265	0.933741521	0.933379178	0.03093873	-1.301349449	-1.011650055	1.013765598	1.304070805
XP_012239015.1	0.797842636	0.178329133	0.912314818	0.897167411	0.180874527	-1.301349449	-1.011650055	1.013765598	1.304070805
XP_012249661.1	0.797495418	0.284367582	0.000160175	0.760123457	2.48E-05	-1.072637768	1.274393002	-1.024612753	1.334125562
XP_003488040.2	0.796834294	0.520208259	0.533922623	0.569500118	0.53107147	1.041172405	1.039487727	-1.039749417	-1.041434519
XP_003488040.2	0.796834294	0.84817858	0.46478063	0.552965928	0.903986985	1.041172405	1.039487727	-1.039749417	-1.041434519
XP_003488040.2	0.796834294	0.991997628	0.512721836	0.82577487	0.358150058	1.041172405	1.039487727	-1.039749417	-1.041434519
XP_003485175.1	0.796557349	0.292093272	2.62E-14	5.67E-05	8.39E-05	1.06059609	1.666692151	-1.252841627	1.254322445
XP_003484997.1	0.796443345	0.496841776	0.962884411	0.879985491	0.36306106	-1.046464511	1.003466222	1.012600936	1.06332393
XP_003484997.1	0.796443345	0.861858183	0.455494419	0.130928029	0.355866219	-1.046464511	1.003466222	1.012600936	1.06332393
XP_003484997.1	0.796443345	0.503297499	0.46594968	0.468828112	0.025888368	-1.046464511	1.003466222	1.012600936	1.06332393
XP_012248314.1	0.796243732	0.155607941	2.37E-05	0.855057679	1.19E-07	-1.090696711	1.299658426	1.014560134	1.438172643
XP_012248314.1	0.796243732	0.012870978	0.068079656	0.656381544	8.96E-06	-1.090696711	1.299658426	1.014560134	1.438172643
XP_003490417.2	0.796110471	0.821651111	0.299775086	0.600797261	0.877879686	1.018089037	1.075542381	-1.043282183	1.012604788
XP_003490417.2	0.796110471	0.742321557	0.309860127	0.713863904	0.294446558	1.018089037	1.075542381	-1.043282183	1.012604788
XP_003490417.2	0.796110471	0.865692695	0.426715696	0.68891939	0.14897907	1.018089037	1.075542381	-1.043282183	1.012604788
XP_003490417.2	0.796110471	0.94881878	0.257382659	0.381850857	0.048629078	1.018089037	1.075542381	-1.043282183	1.012604788
XP_003491767.1	0.795859636	0.551560479	0.000352722	0.069286462	9.19E-06	-1.017874424	-1.104023089	-1.052662129	-1.141755081
XP_012249669.1	0.795192218	0.536388027	0.150934556	0.340477236	0.002432611	-1.02555543	1.056325354	1.040501421	1.12719621
XP_003486918.2	0.795093722	0.610421737	0.022306134	0.97197065	0.007461978	1.042341992	-1.183725306	1.003657304	-1.229350484
XP_003486918.2	0.795093722	0.057191348	0.000621071	0.002112202	1.62E-05	1.042341992	-1.183725306	1.003657304	-1.229350484
XP_003489846.1	0.79473894	0.026965431	2.81E-07	0.836374847	0.000743232	-1.106423621	-1.285856543	-1.012457372	-1.176651431
XP_012240828.1	0.794423043	0.074650006	0.000255944	0.001108528	0.177861695	1.10566379	1.230867679	-1.206011683	-1.083336147
XP_012240828.1	0.794423043	0.041900141	0.00100731	0.044045425	0.471356893	1.10566379	1.230867679	-1.206011683	-1.083336147
XP_012240828.1	0.794423043	0.003363462	8.21E-05	0.016694535	0.19875568	1.10566379	1.230867679	-1.206011683	-1.083336147
XP_012239997.1	0.794393249	0.336404309	0.026868768	0.504752934	0.705702939	1.05369214	1.121816929	-1.040854543	1.022864737
XP_003491969.1	0.794251142	0.164945663	0.005990147	0.093839632	0.020245947	-1.053170567	1.105772552	-1.065837113	1.092631408
XP_003491969.1	0.794251142	0.103243004	0.019550381	0.450663894	0.002918979	-1.053170567	1.105772552	-1.065837113	1.092631408
XP_003487165.1	0.79305184	0.021202815	0.891261015	0.002635533	7.69E-07	1.184135518	-1.011675736	-1.252794926	-1.500799677
XP_003487165.1	0.79305184	0.072344778	0.230914602	0.001362304	4.50E-08	1.184135518	-1.011675736	-1.252794926	-1.500799677
XP_003487165.1	0.79305184	0.002433453	0.138668289	0.000739749	4.82E-06	1.184135518	-1.011675736	-1.252794926	-1.500799677
XP_012239359.1	0.793051475	0.024578225	0.108452822	0.37807109	0.125890981	1.113104362	1.080166331	-1.048001172	-1.079958376
XP_003488659.1	0.792550764	0.147682217	0.595011828	0.429574089	0.088326498	-1.101814651	-1.038677819	1.060561541	1.125028593
XP_012240578.1	0.792534806	0.181729289	5.73E-05	0.025039226	0.002260351	-1.049982668	1.15892561	-1.085242028	1.12127228
XP_012240578.1	0.792534806	0.181729289	5.73E-05	0.025039226	0.002260351	-1.049982668	1.15892561	-1.085242028	1.12127228
XP_012240578.1	0.792534806	0.388053357	0.094812234	0.05593814	0.262794324	-1.049982668	1.15892561	-1.085242028	1.12127228
XP_012240578.1	0.792534806	0.388053357	0.094812234	0.05593814	0.262794324	-1.049982668	1.15892561	-1.085242028	1.12127228
XP_003494219.1	0.792055784	0.790604936	0.002754479	0.405218408	7.68E-05	-1.014317657	1.148499579	1.044075273	1.216288601
XP_003484905.1	0.791979082	0.706909067	7.62E-05	0.069421064	3.93E-08	-1.023456058	1.246940964	1.10762475	1.413538837
XP_003484905.1	0.791979082	0.706909067	7.62E-05	0.069421064	3.93E-08	-1.023456058	1.246940964	1.10762475	1.413538837
XP_003484905.1	0.791979082	0.07417517	0.001866945	0.482080475	3.83E-07	-1.023456058	1.246940964	1.10762475	1.413538837
XP_003484905.1	0.791979082	0.07417517	0.001866945	0.482080475	3.83E-07	-1.023456058	1.246940964	1.10762475	1.413538837
XP_003491972.1	0.791975323	0.000403928	3.02E-08	1.40E-05	0.041242015	1.216025935	1.386113719	-1.278598288	-1.12170355
XP_003491972.1	0.791975323	0.020516128	5.25E-05	0.060346036	0.933323007	1.216025935	1.386113719	-1.278598288	-1.12170355
XP_003485250.1	0.791780842	0.167702855	3.78E-05	0.131065631	0.242244414	-1.101464066	-1.338195311	1.114976042	-1.089641498
XP_003485250.1	0.791780842	0.804348753	1.41E-05	0.079200192	0.021544824	-1.101464066	-1.338195311	1.114976042	-1.089641498
XP_012242651.1	0.791019633	0.005850609	6.72E-07	0.070616051	0.563132787	-1.262031209	-1.55961369	1.17019503	-1.056060246
XP_012242651.1	0.791019633	0.325467587	9.64E-07	0.019142699	0.091392579	-1.262031209	-1.55961369	1.17019503	-1.056060246
XP_012242651.1	0.791019633	0.108079263	3.12E-07	0.019867865	0.164488534	-1.262031209	-1.55961369	1.17019503	-1.056060246
XP_012242651.1	0.791019633	0.016520289	2.14E-07	0.535743361	0.018705765	-1.262031209	-1.55961369	1.17019503	-1.056060246
XP_012244338.1	0.790523318	0.037449463	0.699956194	0.652257054	0.00354737	-1.131572567	1.025584854	1.032808236	1.19859842
XP_012244338.1	0.790523318	0.037449463	0.699956194	0.652257054	0.00354737	-1.131572567	1.025584854	1.032808236	1.19859842
XP_003484760.1	0.789959005	0.553705867	0.995957658	0.991912089	0.560340585	1.042144443	1.00040259	-1.000928167	-1.04269195
XP_003489554.1	0.789319901	0.583945223	2.31E-05	0.784141158	2.09E-05	-1.030703123	1.246641834	-1.017813496	1.262429351
XP_003489554.1	0.789319901	0.0209624	0.011006517	0.542585008	0.000111195	-1.030703123	1.246641834	-1.017813496	1.262429351
XP_003489554.1	0.789319901	0.006343386	0.000534885	0.747352244	2.61E-07	-1.030703123	1.246641834	-1.017813496	1.262429351
XP_012246497.1	0.788970719	0.094325019	0.00357266	0.087166097	0.631337531	1.108720382	1.195329783	-1.114678303	-1.033912626
XP_003493605.1	0.787756514	0.007486371	0.01003042	0.102645427	0.132196001	-1.356332809	-1.339216734	-1.213204658	-1.197894771
XP_003491903.1	0.787541818	0.00384021	0.000432472	0.728728309	0.855753448	1.207553474	1.259394881	-1.028435067	1.014095079
XP_012244037.1	0.787483496	0.961942866	0.024336242	0.009006982	9.09E-06	1.003256048	1.130573653	1.156527555	1.303295988
XP_012244037.1	0.787483496	0.862738273	0.240878835	0.000829812	4.13E-05	1.003256048	1.130573653	1.156527555	1.303295988
XP_012244037.1	0.787483496	0.12916858	0.271555552	0.114088077	5.98E-05	1.003256048	1.130573653	1.156527555	1.303295988
XP_012244037.1	0.787483496	0.094148348	0.453027166	0.058317225	3.99E-05	1.003256048	1.130573653	1.156527555	1.303295988
XP_012244037.1	0.787483496	0.499696875	0.54845696	0.113683107	0.099026903	1.003256048	1.130573653	1.156527555	1.303295988
XP_012244037.1	0.787483496	0.266385685	0.95543178	0.194306877	0.018066667	1.003256048	1.130573653	1.156527555	1.303295988
XP_003487985.1	0.787393003	0.68301584	0.004216998	0.205112131	0.059292171	-1.020538693	1.135092637	-1.061602599	1.091186059
XP_003487985.1	0.787393003	0.676808191	2.36E-06	0.121706907	0.000331902	-1.020538693	1.135092637	-1.061602599	1.091186059
XP_003486323.1	0.787330782	0.652776996	0.898813657	0.069029205	0.250269051	1.024759571	-1.007247695	1.09602504	1.061847652
XP_003486323.1	0.787330782	0.262645796	0.863553684	0.870915877	0.136635152	1.024759571	-1.007247695	1.09602504	1.061847652
XP_003486323.1	0.787330782	0.318639642	0.094155126	0.719577016	0.002488866	1.024759571	-1.007247695	1.09602504	1.061847652
XP_003486323.1	0.787330782	0.437933654	0.071230483	0.619036137	0.002076953	1.024759571	-1.007247695	1.09602504	1.061847652
XP_012245692.1	0.787024529	0.63890925	0.057692117	0.39442968	0.001331919	1.028336953	-1.107300493	-1.052511257	-1.198471428
XP_012245692.1	0.787024529	0.594703986	0.020678193	0.282815864	0.623543241	1.028336953	-1.107300493	-1.052511257	-1.198471428
XP_012245692.1	0.787024529	0.441022249	0.371142145	0.658336372	0.713148136	1.028336953	-1.107300493	-1.052511257	-1.198471428
XP_012236407.1	0.78697343	0.293680089	0.00637645	0.801022198	0.061308885	-1.139034674	-1.383841474	-1.039342315	-1.262722755
XP_003487167.1	0.786739586	0.249114606	3.31E-06	0.232562595	1.06E-09	1.059770412	-1.268630631	-1.064519569	-1.431201006
XP_003487167.1	0.786739586	0.718293653	2.92E-08	0.581025158	4.66E-08	1.059770412	-1.268630631	-1.064519569	-1.431201006
XP_003487167.1	0.786739586	0.91694029	9.33E-07	0.566845931	1.43E-07	1.059770412	-1.268630631	-1.064519569	-1.431201006
XP_012249315.1	0.786649219	0.127113952	0.773607599	0.342419282	0.029164785	1.182911495	1.035684389	-1.120880133	-1.280218191
XP_012249315.1	0.786649219	0.127113952	0.773607599	0.342419282	0.029164785	1.182911495	1.035684389	-1.120880133	-1.280218191
XP_012249315.1	0.786649219	0.542543245	2.78E-06	0.185064649	0.00630845	1.182911495	1.035684389	-1.120880133	-1.280218191
XP_012249315.1	0.786649219	0.542543245	2.78E-06	0.185064649	0.00630845	1.182911495	1.035684389	-1.120880133	-1.280218191
XP_012247476.1	0.786198709	0.001414348	0.00782657	0.073581031	0.019821614	1.204771365	1.16536203	-1.112508074	-1.150130033
XP_012247476.1	0.786198709	0.019424943	0.007511857	0.333670259	0.508877515	1.204771365	1.16536203	-1.112508074	-1.150130033
XP_012247476.1	0.786198709	0.022576179	6.36E-06	0.020644442	0.959156019	1.204771365	1.16536203	-1.112508074	-1.150130033
XP_012247476.1	0.786198709	0.010781178	5.23E-05	0.002243146	0.149110347	1.204771365	1.16536203	-1.112508074	-1.150130033
XP_003486312.1	0.785857043	0.497716551	4.29E-06	0.932415217	1.16E-06	-1.035708159	1.260181028	-1.005679868	1.297808392
XP_003486312.1	0.785857043	0.895742539	1.30E-05	0.832969551	0.000131171	-1.035708159	1.260181028	-1.005679868	1.297808392
XP_003486312.1	0.785857043	0.791594687	0.639632978	0.279635694	0.194210762	-1.035708159	1.260181028	-1.005679868	1.297808392
XP_003486642.1	0.785450315	0.117781608	2.20E-08	0.004284516	0.120915798	1.071852796	1.308504344	-1.136378815	1.074278526
XP_012239301.1	0.785286472	0.038430074	1.11E-05	0.101820295	0.476976494	1.104200697	1.243927639	-1.084951903	1.038332899
XP_012239301.1	0.785286472	0.001187338	1.27E-05	0.111580293	0.713655671	1.104200697	1.243927639	-1.084951903	1.038332899
XP_003494352.1	0.785197601	0.068416447	0.580475601	0.760425295	0.124165145	-1.126539277	-1.039558999	1.025317884	1.111106604
XP_012247671.1	0.78489573	0.382550184	0.000154221	0.393324608	0.058525442	1.078575223	1.372459883	-1.081690158	1.176376503
XP_012247671.1	0.78489573	0.030013137	0.101447297	0.10966483	0.035721895	1.078575223	1.372459883	-1.081690158	1.176376503
XP_003490957.1	0.784878565	0.050927034	0.212752899	0.002135692	0.000314277	-1.128976863	-1.081967478	1.214824957	1.26760674
XP_003490957.1	0.784878565	0.334821898	0.339215322	0.000695186	0.000891427	-1.128976863	-1.081967478	1.214824957	1.26760674
XP_003490957.1	0.784878565	0.191075315	0.001577446	0.003272833	0.278913812	-1.128976863	-1.081967478	1.214824957	1.26760674
XP_012244681.1	0.783881746	0.195393936	0.005168831	0.903724215	0.000204599	-1.117064258	1.263119302	-1.013850272	1.391709865
XP_012244681.1	0.783881746	0.172811083	5.90E-05	0.797744104	0.021229534	-1.117064258	1.263119302	-1.013850272	1.391709865
XP_012244681.1	0.783881746	0.217091912	0.000479816	0.870804299	0.050012101	-1.117064258	1.263119302	-1.013850272	1.391709865
XP_012239666.1	0.783576614	0.591181282	0.846731752	0.179412382	0.584552795	-1.043177256	1.015935884	-1.107617347	-1.045118027
XP_012239666.1	0.783576614	0.309295535	0.527008465	0.595682994	0.304379822	-1.043177256	1.015935884	-1.107617347	-1.045118027
XP_012236763.1	0.783247117	0.315299873	0.970036677	0.241578815	0.889458486	-1.098871491	1.004069322	-1.120068113	-1.01515844
XP_003485181.1	0.782967258	0.025064405	0.020003821	0.7782973	0.702128967	-1.148022473	-1.153741751	-1.02236153	-1.027454784
XP_003485181.1	0.782967258	0.41387043	0.101537444	0.900338618	0.586243085	-1.148022473	-1.153741751	-1.02236153	-1.027454784
XP_003486200.1	0.782706636	0.001498709	2.52E-11	0.726979764	0.000109449	-1.213303449	-1.597837806	1.026562991	-1.282855254
XP_003486200.1	0.782706636	0.018221219	3.21E-07	0.359199719	0.045517905	-1.213303449	-1.597837806	1.026562991	-1.282855254
XP_003486200.1	0.782706636	0.021645278	5.61E-14	0.468934967	7.01E-08	-1.213303449	-1.597837806	1.026562991	-1.282855254
XP_003491213.1	0.782659009	0.02560817	0.012443867	0.816304929	4.87E-06	-1.108920157	1.12238768	1.014014624	1.262081461
